date,FU263192101.Q,FU103092105.Q,FU763092100.Q,FU513092103.Q,FU543092173.Q,FU613092103.Q,FU663092103.Q,FU733092103.Q,FU103192105.Q,FU115114103.Q,FU753192103.Q,FU513192103.Q,FU543192173.Q,FU613192103.Q,FU663192103.Q,FU733192103.Q,FU503192103.Q,FU263092101.Q,FU263192005.Q,FU263092001.Q
1992:Q1,13239,7939,320,197,124,4509,150,0,3875,32,610,184,299,584,185,-6,-2142,3621,20703,1782
1992:Q2,10315,10723,430,232,173,-1490,247,0,4613,46,332,72,368,326,111,0,-2263,3605,10848,6379
1992:Q3,7128,10366,532,-3619,-31,-176,56,0,814,44,254,52,-108,628,46,-2,3455,5183,5719,3548
1992:Q4,5877,4892,80,36,-21,351,539,0,-3277,-86,2328,66,462,483,-189,9,7819,7615,7183,8114
1993:Q1,12405,13760,292,645,65,-2551,194,0,1982,-12,-30,72,-942,-1657,3405,2,712,3532,15977,7813
1993:Q2,16150,7805,55,246,-270,7715,599,0,379,-99,794,-223,452,2289,3325,0,-2746,4171,24373,11799
1993:Q3,17279,17455,920,719,-22,-1834,41,0,-6955,12,-146,-62,205,896,3302,2,8625,5879,14171,12148
1993:Q4,15449,911,-396,124,-95,14779,126,0,6062,-200,238,-119,-607,3992,1984,-26,-2292,9032,29430,19603
1994:Q1,15981,15520,122,-1168,5,1529,-27,0,8438,64,424,507,450,-157,258,1,-3648,6337,31072,5473
1994:Q2,15609,15009,877,93,246,-721,105,0,2290,-8,170,291,28,405,193,0,1798,5167,16123,6026
1994:Q3,16893,16100,738,287,-116,-165,49,0,18291,-34,718,401,236,91,178,6,-7962,11925,19259,14623
1994:Q4,16180,16819,213,1802,392,913,-3959,0,9993,115,1693,401,737,965,2321,93,2347,18665,13713,19999
1995:Q1,20509,18656,223,541,24,1215,-150,0,16447,5,1523,328,272,-869,503,3,-5573,12639,21684,9439
1995:Q2,15329,14150,626,-18,247,265,59,0,13188,-29,179,1133,141,-369,387,7,-4820,9817,16032,12199
1995:Q3,21879,20148,637,951,-110,119,134,0,15708,-1,2416,330,323,828,418,6,-4267,15761,23024,17859
1995:Q4,36675,33105,115,2068,205,1146,36,0,10657,452,1691,-1118,731,1057,207,-29,4450,18098,38010,18279
1996:Q1,28775,26365,1068,655,229,1435,-977,0,15872,155,-181,638,67,565,643,7,1533,19299,26731,28133
1996:Q2,16505,14021,356,624,178,1127,199,0,21806,-51,-1747,616,69,908,692,31,-9054,13270,16828,16699
1996:Q3,20560,17374,960,663,222,718,623,0,9837,24,626,478,407,-1468,739,89,5200,15932,24802,16597
1996:Q4,16383,10809,645,1802,130,3654,-657,0,11771,-85,1595,3610,-319,1230,701,-27,5263,23739,23522,25074
1997:Q1,31499,27286,1020,1691,709,411,382,0,19559,54,886,-231,550,1602,1125,-78,-6353,17114,32670,28668
1997:Q2,26148,21376,1241,1567,118,1604,242,0,13150,-11,2671,502,3080,-768,1111,18,-4292,15461,27387,23787
1997:Q3,22969,20760,653,1655,-140,461,-420,0,22075,214,1571,2717,921,-3203,1285,48,-7147,18481,23371,19094
1997:Q4,18192,9728,-83,530,994,5972,1051,0,21635,214,142,557,452,4155,119,-52,-3811,23411,21380,34053
1998:Q1,38813,41233,1259,-545,578,-4237,525,0,20665,-5,-121,394,164,-746,-370,193,-4436,15738,45258,20060
1998:Q2,31960,25858,309,1543,747,3309,194,0,9327,-15,9,138,553,1727,-229,-26,3552,15036,46886,21046
1998:Q3,25785,23521,-831,1320,-638,2026,387,0,3093,-88,3907,105,139,-1027,-244,-12,12822,18695,22959,25124
1998:Q4,20055,16149,1702,3611,-282,-3019,1894,0,86964,334,-353,2,1151,2909,-88,-152,9697,100464,27544,112814
1999:Q1,43544,38115,504,1457,117,1546,1805,0,-3603,200,-1030,89,195,-4284,976,-343,17298,9498,72236,27659
1999:Q2,36107,31288,445,450,342,1631,1951,0,76854,94,13220,3635,8907,3821,-1291,2843,24532,132615,52102,143930
1999:Q3,53130,47493,421,2235,530,747,1704,0,10923,119,-231,5006,-94,2049,138,753,15721,34384,66487,51830
1999:Q4,29603,26891,91,1448,332,7053,-6212,0,45904,130,2921,801,1099,4768,662,-915,-6516,48854,33315,65685
2000:Q1,47776,40363,1956,1082,852,621,2902,0,29396,-255,802,985,1726,-2725,543,122,13976,44570,38129,51222
2000:Q2,55913,49379,1211,2432,433,-380,2838,0,77897,247,147,1493,2845,372,795,-160,225,83861,54971,94677
2000:Q3,34899,26873,4314,954,378,458,1922,0,30232,-86,-606,510,9086,-903,-517,111,229,38056,42273,81868
2000:Q4,31426,30935,3196,784,-507,-577,-2405,0,54748,192,5769,2397,14444,14465,-377,-302,620,91956,22209,92570
2001:Q1,34967,32841,535,626,566,277,122,0,20420,-148,-1216,2715,1527,4591,374,68,924,29255,39587,58751
2001:Q2,33461,32385,948,-120,23,357,-132,0,44559,-21,3388,-2072,2128,1190,1507,-452,140,50367,30182,61262
2001:Q3,41315,28649,455,-104,172,-294,12437,0,10601,108,-61,788,891,-6466,1405,-548,100,6818,47230,16920
2001:Q4,20222,19133,-523,-1834,761,-538,3223,0,14624,-62,2175,-1060,-1093,5754,1998,-656,-44,21636,24591,31112
2002:Q1,43075,33547,629,4474,107,636,3682,0,18291,38,814,171,1246,-385,-963,162,112,19486,51687,25345
2002:Q2,30056,24871,246,1258,1783,-183,2081,0,26425,99,1624,3513,1021,62,615,-622,-85,32652,39583,9183
2002:Q3,36749,33039,732,-123,385,128,2588,0,25752,64,913,843,1079,2104,-329,165,44,30635,36610,15791
2002:Q4,17531,18384,1182,2598,225,118,-4976,0,23351,67,-1622,4882,-1544,-1908,2436,502,-421,25743,26013,35640
2003:Q1,37264,30588,2140,1382,56,-272,3370,0,28963,21,3918,-1114,515,15024,1097,-177,144,48391,27334,38849
2003:Q2,38806,33596,1133,2023,297,343,1414,0,2069,44,93,1132,-1312,76,577,49,-25,2703,49074,-1756
2003:Q3,38763,33605,620,1869,179,454,2036,0,16712,5,749,360,142,998,493,585,4,20048,42531,1987
2003:Q4,39394,33698,2682,-1242,308,1126,2822,0,39028,135,-118,4020,-2062,126,1290,-192,102,42329,28679,30433
2004:Q1,75230,55882,2563,5616,-181,523,10827,0,14659,-9,30,464,-77,3353,-1630,2529,158,19477,82293,28006
2004:Q2,69473,57850,2759,2811,869,857,4327,0,26416,-133,1699,-569,12474,3188,-1242,2511,-10,44334,76933,35844
2004:Q3,53664,47575,866,2945,832,387,1059,0,21304,-43,10785,-1102,3609,2126,613,216,-1,37507,56889,37102
2004:Q4,93691,91423,-219,-1999,237,-10448,14697,0,40073,74,213,-1358,2048,6325,-388,-236,129,46880,95979,50778
2005:Q1,60135,53382,396,1050,357,86,4864,0,26224,232,4954,2614,553,3561,-696,219,174,37835,61445,40220
2005:Q2,45157,34502,35,7180,597,2184,659,0,16176,-9,3642,-1307,1908,1671,-766,306,47,21668,41661,-4505
2005:Q3,-15769,-20527,408,1891,1383,1884,-808,0,23411,-140,-271,-2604,561,860,-788,-88,4,20945,-5623,40427
2005:Q4,-47236,-38276,-31,811,-923,289,-9106,0,36464,-25,1755,2335,-1481,-2224,-179,-977,360,36028,-70582,40514
2006:Q1,77254,64930,2284,2090,-424,1939,6435,0,40069,-69,6453,3307,2122,1264,-3866,-559,276,48997,63873,44719
2006:Q2,42726,39647,-10,334,-9,599,2165,0,42091,-669,947,-521,8435,791,-1511,127,149,49839,34235,69036
2006:Q3,75722,70836,-1527,2933,796,927,1757,0,37276,-207,3688,1211,2766,215,-1104,-815,6,43036,76626,59951
2006:Q4,58350,50216,-438,-957,653,3331,5545,0,33458,-25,826,11606,-440,472,958,-586,178,46447,57928,73620
2007:Q1,126158,96048,10081,4933,1664,3909,9523,0,53053,9,5360,-3915,135,-4215,5364,50,0,55841,106545,50862
2007:Q2,105394,63073,7926,5104,1183,12327,15781,0,45528,-10,4790,6143,2095,-458,1979,-734,0,59333,92094,71471
2007:Q3,90554,72588,7335,2975,1596,3382,2678,0,56189,-219,11420,6939,-479,-2713,1501,187,0,72825,88158,90403
2007:Q4,100222,83562,6229,5391,1374,992,2674,0,24549,18,-14604,2215,-2090,-1172,280,-228,0,8968,118192,14978
2008:Q1,104733,87587,1299,2288,1820,8212,3527,0,41612,-224,9604,3711,3958,3652,8017,4005,0,74335,107171,91665
2008:Q2,94155,85047,-1138,2688,775,5113,1670,0,28167,-30,5615,7234,-992,-853,8233,2183,0,49557,98661,71554
2008:Q3,103137,84633,3674,3630,1780,5894,3526,0,43098,177,2689,4751,2521,3974,20460,346,0,78016,76973,68609
2008:Q4,49965,24545,13125,313,547,5013,6422,0,61482,-119,11422,4198,8867,3980,9612,1867,0,101309,38136,86624
2009:Q1,60605,56121,1520,458,-703,1753,0,1456,17910,-371,2089,-8863,1470,3193,-4091,1751,0,13088,82723,2994
2009:Q2,61010,56698,-3886,2036,1882,2686,0,1594,21866,-87,-1140,1737,5402,1812,2081,-207,0,31464,73682,34384
2009:Q3,85398,68785,3863,4937,1108,3701,0,3004,36362,427,2250,3247,3336,908,192,223,0,46945,95079,60544
2009:Q4,53916,50240,-7236,6826,-1067,2816,0,2337,48062,-59,6360,3575,-1040,4415,3112,-162,0,64263,57768,59815
2010:Q1,122418,115554,181,2985,700,116,0,2882,30937,-40,4090,-43,719,-1102,7110,-6749,0,34922,103158,41604
2010:Q2,91857,81524,3257,-991,934,3244,0,3889,29955,66,2926,1969,438,-1630,-2098,3129,0,34755,75801,34276
2010:Q3,99838,89376,1946,2760,233,1102,0,4421,71331,24,3170,1033,1752,6599,-168,-468,0,83273,94844,89603
2010:Q4,24184,45816,-380,-24475,-366,3740,0,-151,37979,251,1612,-223,1775,6277,9643,-2422,0,54892,22532,45062
2011:Q1,100945,96078,2134,-1811,-80,1619,0,3005,33314,-116,7002,954,-4665,2154,5226,-782,0,43087,110833,45644
2011:Q2,132595,122187,3000,283,975,2928,0,3222,50476,17,2264,-1927,1177,3690,5555,-2,0,61250,139255,65167
2011:Q3,97602,92479,-6057,4334,1377,2989,0,2480,49841,-33,6352,-1303,-6802,774,3716,787,0,53332,88799,72300
2011:Q4,66602,71266,-5132,-1435,706,3680,0,-2483,30433,-35,-346,-850,1012,3063,-466,659,0,33470,76385,59047
2012:Q1,89522,81633,1682,-4833,1663,6234,0,3143,43979,109,-6705,-495,-1006,-1512,1866,1072,0,37308,110916,39238
2012:Q2,90407,83351,2085,1379,1095,1262,0,1235,51280,439,597,14837,1331,24,2084,-100,0,70492,81767,79102
2012:Q3,94131,91517,-1718,-580,545,2296,0,2071,33420,51,-295,43,1516,91,3975,-792,0,38009,96591,46256
2012:Q4,47168,46073,-3789,4021,1927,-1482,0,418,58470,202,1046,-3593,1063,-105,7925,602,0,65610,49089,46872
2013:Q1,90705,70489,3859,5023,-53,4266,0,7121,23145,9,2117,6044,2476,940,1430,-456,0,35705,84710,37237
2013:Q2,92794,90154,-4581,4712,887,7,0,1615,57346,-43,2114,2727,2129,1245,2087,-760,0,66845,109677,67117
2013:Q3,108295,87112,7492,5395,1117,3235,0,3944,52708,364,2176,1724,2027,-1965,2489,-374,0,59149,91045,62251
2013:Q4,42912,52052,-3627,-2739,1575,-6855,0,2506,42583,3,2237,4835,-4254,3027,1568,71,0,50070,36506,50667
2014:Q1,66674,66549,-1320,1376,-1062,849,0,282,-81516,-453,155,-1447,-1033,5350,-889,1638,0,-78195,77781,-71975
2014:Q2,98948,88298,3174,6011,-458,101,0,1822,66009,274,1305,-1327,1635,45,1604,-725,0,68820,94139,82268
2014:Q3,106002,95829,2107,2309,796,2233,0,2728,59913,-15,-1908,737,1391,760,-439,23,0,60462,114267,106970
2014:Q4,73290,73969,-2754,-1924,596,382,0,3021,85827,1639,4933,-1052,-557,-940,5644,-508,0,94986,61471,94723
2015:Q1,89906,74746,171,1507,2736,4096,0,6650,190869,673,-2254,2664,7003,2125,2811,45,0,203936,96107,240160
2015:Q2,85135,76365,2587,-1303,725,3679,0,3082,72928,386,1293,3057,1057,-552,4529,122,0,82820,79299,97087
2015:Q3,96857,85801,-1213,1618,-193,4117,0,6727,65145,134,406,6589,-39,-5007,-3168,1355,0,65415,56178,64312
2015:Q4,20557,32891,-9024,-861,-1254,-3053,0,1858,46710,279,1793,11332,211,7292,2380,4153,0,74150,42902,82289
2016:Q1,97273,92682,2313,1907,-8835,3731,0,5475,70113,116,881,23679,5252,-1589,6306,-1446,0,103312,92392,142270
2016:Q2,108366,86558,-6181,1263,483,23640,0,2603,122256,702,1597,2619,-1359,2633,4206,-1553,0,131101,97352,154893
2016:Q3,83456,70020,1399,2807,-578,3679,0,6129,177146,850,1371,2187,-2207,1426,-134784,44189,0,90178,79549,121155
2016:Q4,36627,24101,1596,3526,-2282,2879,0,6807,43740,41,1780,2362,-2843,-207,14246,-9467,0,49652,36148,61697
2017:Q1,117982,101710,4621,1469,1158,6207,0,2817,97288,502,3658,-810,-603,827,-7675,2871,0,96058,122321,98847
2017:Q2,109777,92962,5514,5947,1703,233,0,3418,70652,622,4687,-519,1670,105,10635,-2859,0,84993,82631,82288
2017:Q3,101697,91168,2919,-54,-1071,7075,0,1660,72768,113,173,-1231,431,810,1619,1814,0,76497,110175,74236
2017:Q4,63010,57567,540,-5455,1540,4267,0,4551,57736,1449,1809,-440,2302,-418,20792,-7461,0,75769,38536,69701
2018:Q1,-134952,-132430,359,-1151,1199,2053,0,-4982,46603,-1458,1472,2085,2920,1570,-3399,16798,0,66591,-43887,33819
2018:Q2,-64735,-56767,396,3678,-10353,-2890,0,1201,25669,-220,5303,3814,2377,2992,67,1699,0,41701,-60833,-5428
2018:Q3,59777,48270,5710,7279,-727,3751,0,-4506,87267,11990,2272,1901,2337,2367,1839,243,0,110216,56040,107367
2018:Q4,-79424,-75346,-7566,-1802,-1967,1993,0,5264,76371,-5339,3776,1562,2079,3275,-12043,30758,0,100439,-80341,80658
2019:Q1,62881,39999,1286,3474,1956,7688,0,8478,75513,-24,2836,448,3206,-294,19911,-24579,0,77017,-24328,67622
2019:Q2,41777,34134,-1251,861,-1351,4659,0,4725,66879,105,504,-1517,2989,1695,13122,-13114,0,70663,44077,67791
2019:Q3,39141,9421,10928,2652,-752,9613,0,7279,36321,3990,281,882,3874,1557,14772,-6637,0,55040,-10623,53839
2019:Q4,28107,23808,128,797,-1851,-4539,0,9764,52028,-153,1873,-4307,-391,8937,16995,-725,0,74257,46503,67436
2020:Q1,56900,29037,1899,6452,1425,9166,0,8921,40179,89,653,-1735,632,-399,-35624,41072,0,44867,20614,25714
2020:Q2,132128,128601,905,7547,-1246,-6443,0,2764,36107,1012,334,-3979,928,462,27892,-29367,0,33389,157206,20342
2020:Q3,91645,74025,6618,6577,-2478,2023,0,4880,37549,-23,2848,-588,-1798,1917,11779,-12264,0,39420,66234,34229
2020:Q4,20895,19379,-5653,1339,125,-348,0,6053,49622,917,4617,3165,3883,780,18474,-24191,0,57267,17421,32892
2021:Q1,96790,76491,-1323,6897,187,16196,0,-1658,56639,-444,-497,-426,-921,2039,2683,-1955,0,57118,105102,63001
2021:Q2,103982,85196,7281,2586,-128,276,0,8771,103239,1965,-6989,2762,3502,3130,16655,-16856,0,107408,92472,91038
2021:Q3,84353,63853,3024,5835,419,3308,0,7914,104845,-659,3325,1308,-1468,1476,13264,2673,0,124764,70511,135549
2021:Q4,90652,67514,2078,1620,-454,4620,0,15274,121127,-53,2166,2811,-437,2172,14834,-20644,0,121976,43675,121190
2022:Q1,153506,124818,4850,3686,977,8194,0,10981,65283,343,-30,2428,1741,1072,-5942,10242,0,75137,114101,80742
2022:Q2,89166,77525,-1630,615,-1118,4199,0,9575,77053,-77,1811,3505,-2678,273,-19493,34378,0,94772,118579,94030
2022:Q3,118643,88388,12940,4759,1079,10199,0,1278,74201,40,3043,5721,2504,1088,-13479,22019,0,95137,81865,116612
2022:Q4,82267,66992,-553,2854,923,10654,0,1397,48138,148,5583,2832,4809,-1421,13846,-3514,0,70421,87670,72656
2023:Q1,89944,64089,-2711,2241,5992,7237,0,13096,110939,164,3233,1491,2589,-1733,7397,-7813,0,116267,127438,109164
2023:Q2,88362,63917,3405,6947,843,6980,0,6270,69338,-29,5674,4287,1530,-749,16954,-19555,0,77450,62888,83266
2023:Q3,124721,105656,-176,2679,4325,5902,0,6335,66790,922,518,3539,637,631,-2477,292,0,70852,140868,77939
2023:Q4,93660,91031,-1222,2276,-3341,-3271,0,8187,47016,12758,2583,3518,1052,-1258,23985,-19102,0,70552,110392,71037
2024:Q1,133679,139019,-6438,575,-1689,-3076,0,5288,52231,785,-1029,4048,826,264,13243,-16203,0,54165,157938,61273
