date,FL544090075.Q,FL543020075.Q,FL543034075.Q,FL542051075.Q,LM544022075.Q,FL543069175.Q,LM543061175.Q,LM543061775.Q,LM543062075.Q,LM543063075.Q,FL544023075.Q,FL543069075.Q,FL543065075.Q,LM543092375.Q,LM543064175.Q,LM543092173.Q,FL543092473.Q,LM543064275.Q,FL543040075.Q,FL543050075.Q,FL543070075.Q,FL543090075.Q,FL544194075.Q,FL544190075.Q,FL542151073.Q,FL543169373.Q,LM543192375.Q,FL543140075.Q,FL543150075.Q,FL543170075.Q,FL543178075.Q,FL543190075.Q,FL543181105.Q,LM543164175.Q,LM543192173.Q,FL543194603.Q
2003:Q3,2904293,34531,18657,8855,1990480,29226,72714,310176,26018,1552346,373631,116481,257150,1162,87489,12174,1010,5820,77102,36949,22384,234049,2710746,2539877,23446,7602,9861,884981,820404,39857,8839,744887,170869,97170,51498,22201
2003:Q4,2929433,33171,13471,2338,2018121,22186,66329,312781,27431,1589394,378148,116934,261214,1225,87562,17280,1147,6624,80054,38123,23325,228844,2743712,2552080,15078,8248,8946,887180,825923,41324,8410,756971,191632,108180,60044,23408
2004:Q1,3017323,31308,16938,3996,2074989,22249,66985,319458,28851,1637446,379152,117073,262079,1224,92215,17099,1206,6805,85162,40329,25095,241805,2825590,2624495,15731,8148,9091,889797,854683,45038,10179,791828,201095,116513,59967,24615
2004:Q2,3078214,35061,17537,3800,2118022,19885,65773,324543,30177,1677644,381819,118119,263700,1303,92522,17968,1230,6810,90272,42535,26865,242470,2891905,2673305,17975,8844,10481,904748,874138,48754,9503,798862,218600,122232,72441,23927
2004:Q3,3139841,34235,20274,3350,2164484,21564,65371,329271,31516,1716762,386696,119443,267253,1358,93973,18800,1236,6794,95379,44740,28634,239888,2944640,2723529,17276,8870,10805,918849,903797,52469,9227,802236,221111,119606,76050,25455
2004:Q4,3192859,33514,18729,3942,2193259,15937,63720,332483,32753,1748366,393163,120465,272698,1213,97614,20013,1704,7338,100487,46945,30404,244534,2998265,2757167,13846,11363,11592,932514,910396,56185,10317,810954,241098,127957,87262,25879
2005:Q1,3231219,27049,20393,11131,2220330,8841,68258,339271,33761,1770199,394500,120808,273692,1220,96642,20370,1533,7381,102383,48170,31107,249010,3045715,2807609,20440,8614,11571,943253,934177,57846,9622,822086,238106,124527,87815,25764
2005:Q2,3246019,34987,17446,8933,2223101,8068,72211,337901,34214,1770707,399239,122571,276668,1216,91205,20967,1487,7692,104278,49392,31810,254266,3091041,2837557,20385,9183,10763,955947,931344,59508,9775,840652,253484,138717,89723,25044
2005:Q3,3267082,36695,17091,6201,2235033,10370,76883,337292,34748,1775740,401817,123089,278728,1372,91836,22350,1485,8176,106174,50616,32514,255722,3138149,2865054,21198,9271,11448,968728,926127,61170,8957,858155,273095,149718,90284,33093
2005:Q4,3248604,31284,15010,2922,2222169,11555,78992,334068,34929,1762625,408266,125258,283008,1273,89836,23261,1470,8478,108068,51838,33219,251510,3135290,2860618,21394,9390,10965,975950,941056,62833,8614,830416,274672,159289,81472,33911
2006:Q1,3293666,32812,17154,2171,2252601,12810,77661,341756,36250,1784124,413413,127221,286192,1212,96074,23807,1473,8223,113285,55694,34273,241474,3188407,2908333,24599,10109,10947,996258,925011,65965,9037,866407,280074,164026,82548,33500
2006:Q2,3322163,32805,18712,2035,2249804,12766,74435,337579,37075,1787949,423932,130567,293365,1133,94183,23402,1387,7436,118501,59548,35328,253957,3216410,2945820,23999,10454,12504,999221,927088,69098,8339,895117,270590,149037,88478,33075
2006:Q3,3361635,32770,22591,2261,2246447,13920,72182,338011,37920,1784414,431656,133342,298314,1153,99760,24864,1405,7041,123717,63404,36380,268186,3260525,2982080,20843,11093,12890,1016051,917374,72231,8853,922745,278445,149383,92176,36886
2006:Q4,3376425,37465,26019,2859,2193083,14021,68418,331363,37932,1741349,437739,135726,302013,1120,140146,27319,1524,6790,128932,67258,37435,268736,3270459,2988832,21769,12238,12570,1030922,890348,75364,11552,934069,281627,153442,91560,36625
2007:Q1,3396270,40316,24686,2240,2203739,15426,65464,333819,39462,1749568,443686,139179,304507,1121,142294,29500,1587,7210,130775,69285,37361,262470,3296046,3011757,18291,13498,11929,1041838,884300,78090,10170,953641,284289,156331,90217,37741
2007:Q2,3431117,37876,24612,3130,2210517,16219,62637,336145,40948,1754568,454291,143560,310731,1042,149967,32126,1724,7874,132619,71311,37289,266739,3348277,3045264,18843,16725,12308,1055786,882424,80815,9144,969219,303013,166510,96800,39703
2007:Q3,3473285,42506,22670,3239,2222901,16277,59601,339276,42572,1765175,462957,147067,315890,1056,151536,34467,1974,8352,134460,73338,37215,276614,3386771,3088973,19618,22897,12230,1065931,872792,83542,9493,1002470,297798,162675,94968,40155
2007:Q4,3477741,41766,24615,3107,2210830,20003,55983,338708,43677,1752459,474025,149107,324918,1265,145096,34990,2124,8420,136303,75363,37143,282694,3383055,3098190,20663,26282,12653,1080408,872392,86269,10115,989408,284865,156464,86363,42038
2008:Q1,3470510,47141,31204,3463,2162634,23689,66023,332783,44411,1695728,484204,154157,330047,1319,121770,32012,2236,7887,141598,78218,38065,318759,3428566,3169901,21862,29266,12779,1093614,903663,90267,9576,1008874,258665,141180,76126,41359
2008:Q2,3435805,55150,34795,3633,2107744,24216,76607,325822,44986,1636113,493999,158320,335679,1344,122305,30027,2419,7910,146892,81074,38988,309525,3436813,3203533,24066,30581,12115,1111975,922269,94267,7568,1000692,233280,126110,66078,41092
2008:Q3,3382505,57088,31729,4175,2021803,18930,85624,315223,45106,1556920,507039,166726,340313,1211,108472,24696,2686,7111,152185,83928,39912,340470,3437015,3222286,21975,39395,11041,1140677,981068,98267,5256,924607,214729,121992,56987,35750
2008:Q4,3378661,65560,42974,8731,1943334,19406,101016,302424,44855,1475633,506888,169633,337255,1107,86837,18595,3035,5891,157479,86782,40835,410613,3424659,3267441,13202,50424,11274,1164810,1010274,102267,5950,909240,157218,80838,46416,29964
2009:Q1,3434108,53159,46454,13572,2046447,25615,112621,299821,51292,1557098,498823,164120,334703,1246,45503,16687,3064,5038,159419,85386,41246,418064,3394841,3273844,13538,50863,11298,1187726,1001847,102557,5660,900355,120997,47046,42218,31733
2009:Q2,3490781,48824,44768,11768,2128893,31221,114633,304204,57442,1621393,492521,160090,332431,1449,52314,22094,3082,5275,161359,83989,41656,392789,3428489,3266684,11141,48822,12636,1197160,971331,102847,6058,916689,161805,71754,54150,35901
2009:Q3,3584169,47642,41426,12612,2231707,33159,116063,305468,64095,1712922,486673,155611,331062,1580,57764,27765,3005,5516,163297,82592,42069,380521,3492032,3286683,14622,46106,13657,1204103,938620,103139,6146,960290,205349,96111,66358,42880
2009:Q4,3670104,36378,37122,11220,2344720,36580,117253,309592,71048,1810247,469938,144259,325679,1548,72512,28196,2748,5219,165237,81195,42480,371591,3510105,3302482,12760,46662,13053,1222071,928972,103430,7600,967934,207623,97378,68140,42105
2010:Q1,3714719,32638,33118,12527,2385010,20681,121607,308788,79630,1854304,464151,143291,320860,1550,77739,33299,2750,5122,163613,79124,42010,382068,3551587,3314244,9389,46174,13906,1228672,931373,102040,7121,975569,237343,118589,73941,44813
2010:Q2,3776911,42258,29525,12206,2446242,23801,126339,307980,89313,1898809,460621,143327,317294,1617,72619,33241,2759,4469,161991,77051,41541,390771,3572693,3355745,10105,44917,14233,1238766,959774,100648,7167,980135,216948,101696,66734,48518
2010:Q3,3850616,43301,26255,12239,2514267,30068,131490,307356,100108,1945245,461959,144101,317858,1715,80824,42149,2811,4604,160367,74980,41075,384070,3626142,3389270,11260,44686,14740,1257972,969002,99261,8427,983922,236872,107365,77122,52385
2010:Q4,3892040,34531,23843,12335,2574437,24089,137078,306797,112340,1994133,461529,144148,317381,1990,77863,48714,2747,4582,158743,72907,40605,377214,3683237,3406667,10532,44573,14940,1265691,967823,97871,8239,996998,276570,123549,88445,64576
2011:Q1,3958551,30144,22651,8967,2638275,22671,142603,312039,118345,2042617,461576,143134,318442,1976,75344,52118,2802,5057,157189,73908,40998,387546,3735732,3447015,13103,45417,14813,1283965,942298,95299,8249,1043871,288717,128210,94185,66322
2011:Q2,4024620,31748,20950,9275,2683564,20737,147295,315466,123923,2076143,469152,145799,323353,2105,79492,53367,2594,5363,155635,74910,41390,395075,3777141,3488484,12858,45467,16124,1303947,953800,92727,8088,1055473,288657,116462,102205,69990
2011:Q3,4139937,42171,19941,9632,2746880,25097,155620,319918,130160,2116085,479278,149922,329356,2045,79698,45333,2595,5044,154080,75909,41784,435547,3830547,3581100,11836,45782,16316,1342312,1004428,90156,6909,1063361,249447,86315,86070,77062
2011:Q4,4193075,44525,33424,7017,2786176,11096,166743,323013,136064,2149260,485834,152129,333705,2224,78756,49457,2004,5614,152526,76910,42178,426430,3885346,3609923,12432,46112,18377,1364322,983128,87586,7394,1090572,275423,97470,102855,75098
2012:Q1,4251373,43058,29550,9917,2832005,12604,166659,325618,141021,2186103,488469,150186,338283,2741,81904,57094,1974,5634,156103,78360,44889,419675,4015400,3637025,14532,47376,17205,1373709,991157,90896,8251,1093899,378375,111279,112201,154895
2012:Q2,4263700,47068,32660,10132,2815018,19595,164057,320838,142860,2167668,493886,151343,342543,2934,75367,55567,2018,4980,159678,79808,47601,436983,3980073,3631399,15279,50923,17326,1367248,976511,94206,8433,1101473,348674,78612,108659,161403
2012:Q3,4329746,43740,31815,10640,2870625,24315,164509,324355,148487,2208959,498502,152647,345855,3034,79141,61564,2022,4719,163254,81257,50312,429121,3969591,3673313,16861,50852,17713,1379696,982643,97516,8890,1119142,296278,84489,115578,96211
2012:Q4,4378152,44813,31435,9328,2906950,32090,166256,325181,153062,2230361,503813,155615,348198,3223,79661,67211,2041,4261,166829,82705,53026,422856,3950340,3695013,14792,49554,16668,1393646,998105,100828,8603,1112817,255327,125548,113878,15901
2013:Q1,4357534,46560,24416,5590,2881135,28908,157483,317546,152158,2225040,500600,152509,348091,2688,80656,68538,1935,4505,172013,84176,51929,432793,3997297,3717993,22945,50503,16300,1402017,1000149,99143,8413,1118523,279304,141127,121845,16332
2013:Q2,4339695,37238,22749,6340,2858282,29429,150622,310234,151353,2216644,506890,154306,352584,2886,81566,66789,1942,4501,177194,85646,50831,436841,4049515,3742828,23528,51740,15632,1415905,1013847,97459,6512,1118205,306687,171083,119748,15856
2013:Q3,4341705,46760,25134,6545,2829075,34076,144573,301604,149765,2199057,514760,153875,360885,2645,82866,72989,2064,4838,182378,87114,49737,434800,4097965,3779922,23144,50817,15064,1434234,1033550,95776,7139,1120198,318043,181043,120782,16218
2013:Q4,4344690,40804,23840,3382,2812811,40978,138237,294905,148964,2189727,523998,157045,366953,2582,82405,78173,2866,5000,187559,88584,48640,444046,4159728,3820858,21473,51495,13402,1449443,1047863,94092,7280,1135810,338870,210288,117870,10712
2014:Q1,4426636,47066,23686,3164,2859717,35363,143507,298813,153087,2228947,529045,160283,368762,3458,84515,80463,2896,5193,188577,86771,49365,462720,4205509,3873191,21505,51874,13160,1464911,1062455,95097,7414,1156775,332318,206169,115203,10946
2014:Q2,4484972,45811,23487,2954,2919471,31826,149485,303629,158660,2275871,535703,162207,373496,3494,88239,85217,2967,5482,189597,84958,50089,447503,4244802,3901566,23834,52481,13173,1483758,1072463,96101,7123,1152633,343236,213655,118045,11536
2014:Q3,4556230,48978,25197,2987,2964585,30487,155401,306859,163527,2308311,545829,166408,379421,3690,87401,83752,2993,5517,190614,83144,50816,460727,4274795,3940805,23162,52816,13976,1503240,1082946,97109,6730,1160826,333990,206753,115767,11470
2014:Q4,4630611,46330,30476,3409,2994643,30602,161065,308416,167486,2327074,557405,169748,387657,3622,85600,84230,2955,5683,191632,81331,51541,491754,4329737,3993552,22502,53355,13061,1527223,1098587,98113,6773,1173938,336185,210743,113949,11493
2015:Q1,4587566,46946,30209,3232,2943896,28621,159873,300666,167807,2286929,555038,170333,384705,3547,86035,84268,3076,5737,195866,82621,55232,491863,4299910,3977578,22760,55581,13769,1512540,1083385,102079,7876,1179588,322332,192857,117697,11778
2015:Q2,4575645,39247,29207,2968,2930529,26037,159881,295939,169766,2278906,562441,167541,394900,3343,89138,80305,3427,5657,200100,83912,58927,486444,4325035,3996993,23074,57797,13525,1524804,1108433,106044,7963,1155353,328042,203549,112749,11744
2015:Q3,4625616,51133,35000,3405,2930146,29603,162221,291776,172023,2274523,569615,165619,403996,2686,87429,68244,3452,5229,204333,85201,62618,517125,4364616,4074685,23032,58825,12774,1541402,1144031,110011,6650,1177960,289931,178315,99658,11958
2015:Q4,4626736,58666,31399,2914,2923842,25651,162828,288130,175090,2272143,586546,165736,420810,2753,84801,64816,3406,5298,208567,86490,66312,500926,4394417,4099039,21995,59738,12237,1554159,1168664,113978,7569,1160699,295378,182767,100707,11904
2016:Q1,4808298,57085,30456,3058,3052736,28736,164344,295707,182868,2381081,597523,171363,426160,2256,88040,57473,3505,5533,219517,85739,72512,532865,4490612,4201667,22060,62840,13331,1578275,1189081,118897,8674,1208509,288945,161935,114229,12781
2016:Q2,5014532,78709,27164,2945,3180515,29969,172221,301152,189380,2487793,603777,168802,434975,2213,90183,58886,3585,5853,230465,84988,78712,566537,4616244,4324340,22104,67535,13968,1609756,1219438,123815,8349,1259375,291904,159752,118609,13543
2016:Q3,5066229,71980,24584,2869,3226377,32296,174872,302162,191051,2525996,612276,169383,442893,2158,91380,63425,3766,6283,241414,84236,84911,550570,4677106,4365805,22162,69890,14713,1628548,1234787,128735,7072,1259898,311301,173403,123987,13911
2016:Q4,4913017,57874,20221,2554,3103791,30444,172440,289102,181171,2430634,619028,162838,456190,2139,91708,63141,3766,6505,252362,83485,91111,515332,4694381,4340443,22229,70197,14964,1637607,1212122,133654,8650,1241020,353938,212539,128264,13135
2017:Q1,4991007,56754,22689,2558,3151862,30904,175444,292851,184926,2467737,627968,160848,467120,2358,92530,69623,4051,6733,260914,85443,93882,513642,4751704,4395027,22279,73205,15030,1655010,1225975,143031,8202,1252295,356677,208769,134397,13511
2017:Q2,5079810,62605,24122,2428,3199287,29719,178041,296515,188503,2506509,641775,161009,480766,2146,97028,75512,3982,6844,269465,87400,96655,510561,4814172,4444758,22892,73245,15252,1666424,1228648,152410,6845,1279042,369414,214412,140860,14142
2017:Q3,5158302,60204,26280,2360,3243556,29274,180206,299957,192081,2542038,652527,164287,488240,2224,99546,80036,3987,7005,278016,89357,99426,513778,4879634,4494555,22311,74095,15229,1686146,1235642,161788,7428,1291916,385079,223012,147539,14528
2017:Q4,5194715,65183,26240,2107,3279124,26482,180317,302408,195165,2574752,661262,163928,497334,2031,99365,86119,4157,7250,286566,91314,102199,481798,4947775,4540958,21974,76903,15592,1704305,1244189,171167,8836,1297992,406817,230465,160684,15668
2018:Q1,5163519,58548,24119,2033,3218332,24421,179287,299597,195498,2519529,672910,162629,510281,2706,97397,84833,4503,7545,277528,115620,102010,495435,4990148,4607808,21356,81037,14618,1714692,1280714,174693,8625,1312073,382340,212758,154582,15000
2018:Q2,5180313,65250,27681,2020,3188503,23280,180209,292941,193707,2498366,687588,162446,525142,2409,98587,73025,4509,7898,268491,139927,101824,512601,5032508,4654846,21448,82026,13240,1725534,1318326,178220,7864,1308188,377662,208265,154528,14869
2018:Q3,5237449,53388,23199,2242,3212658,24821,181951,291269,191602,2523015,701784,161085,540699,2339,101434,72588,4582,7757,259452,164231,101636,530159,5107317,4711824,24150,81841,12637,1734006,1347721,181746,7591,1322132,395493,221052,159388,15053
2018:Q4,5261556,61301,27395,2270,3209215,24214,159761,283884,187431,2553925,717178,162891,554287,2303,95713,61035,4650,6763,250413,188537,101449,533334,5091315,4766635,24705,83350,11731,1744883,1401564,185271,5991,1309140,324680,188419,131593,4668
2019:Q1,5458991,60327,27641,3452,3377086,24547,158539,290652,195345,2708003,730216,163871,566345,1313,98495,73075,4742,7808,252096,190476,103074,529190,5176434,4813166,24195,84494,11905,1756169,1407021,188653,6679,1334050,363268,201500,156677,5091
2019:Q2,5663161,67698,31792,4817,3530164,25117,159989,295505,200962,2848591,737086,164083,573003,1339,101411,77047,4745,8140,253779,192415,104697,548031,5273894,4879783,23812,84534,12390,1768044,1426668,192035,5864,1366436,394111,218409,170200,5502
2019:Q3,5852209,77789,37432,5855,3643963,23612,166470,297871,206001,2950009,753140,167459,585681,793,103374,78517,5046,8340,255462,194353,106324,581821,5368350,4977437,21349,88578,12924,1787198,1455636,195420,5656,1410676,390913,203709,181472,5732
2019:Q4,5896647,69807,34411,6538,3684874,21098,170600,299185,210670,2983321,767929,166880,601049,990,106401,85388,5214,8023,257143,196291,107950,565688,5406314,4991003,18015,91246,12814,1794828,1462384,198803,6582,1406331,415311,211286,198262,5763
2020:Q1,6021038,118151,55420,9823,3601990,29988,188975,309794,209346,2863887,777696,171418,606278,524,105857,67608,6018,6379,258545,219679,113569,679779,5550033,5264536,26066,110547,12790,1844205,1520715,220977,9169,1520067,285497,122772,162725,0
2020:Q2,6313500,120206,53600,8703,3885616,25087,189322,292050,216258,3162899,777596,168699,608897,805,101218,78441,6985,7364,259947,243065,119179,650775,5623070,5290658,21929,111133,12817,1844422,1514915,243144,10418,1531880,332412,130731,201681,0
2020:Q3,6386316,100743,42662,10894,3960752,29586,196034,287387,221259,3226486,778568,168848,609720,498,105162,80720,7274,7167,261346,266451,124793,639286,5707337,5354393,26172,106433,12838,1866099,1542717,265312,6918,1527904,352944,132602,220342,0
2020:Q4,6515808,92833,37292,8418,4025545,21486,192193,274343,227658,3309865,788478,168030,620448,466,113605,93858,7759,7844,262748,289837,130404,656721,5870354,5444836,19064,106742,12560,1884834,1565215,287480,7688,1561253,425518,166581,258937,0
2021:Q1,6387793,85947,35266,7874,3862655,19597,180625,259113,226135,3177185,792269,168955,623314,530,122333,93901,8539,7811,268298,312006,132912,657452,5958885,5478011,17272,115327,12417,1893456,1562736,304180,8941,1563682,480874,211663,269211,0
2021:Q2,6600070,102094,42782,8506,3978120,20695,187280,254894,228810,3286441,801145,169690,631455,381,129773,94330,8677,8303,273846,334176,135417,682520,6076917,5565309,18214,111647,11688,1922220,1597555,320879,6514,1576592,511608,216910,294698,0
2021:Q3,6664715,96368,41234,9707,4009798,23136,188800,249026,226865,3321971,815857,171622,644235,121,142670,88648,8738,7469,279396,356345,137927,670437,6156373,5650466,20351,110216,11566,1947987,1632023,337579,6450,1584294,505907,219616,286291,0
2021:Q4,6733118,87962,38426,10041,4026162,23485,179953,237269,227845,3357610,830206,172099,658107,-323,137387,86689,9073,7879,284943,378513,140433,695727,6258291,5724198,20601,113643,11394,1959989,1647746,354278,7189,1609358,534093,224622,309471,0
2022:Q1,6486301,77418,35546,8126,3734431,20506,160161,217242,207539,3128983,848531,170984,677547,-580,144812,68271,9630,7607,283535,404629,139467,724878,6296248,5800145,23481,125068,10139,1968805,1666028,358354,6271,1641999,496103,236836,259267,0
2022:Q2,6292155,79759,38457,6260,3485260,17327,147218,203546,196357,2920812,866617,171038,695579,-280,133463,44664,9080,7169,282127,430745,138503,770331,6263448,5885914,24970,132447,8373,1983422,1710954,362429,5249,1658070,377534,198147,179387,0
2022:Q3,6178078,78558,39740,5902,3314107,18327,139523,193262,182996,2779999,878962,174242,704720,-347,118940,31327,8468,8164,280718,456860,137535,819144,6332848,5988649,32680,135559,7512,1994030,1755093,366503,5313,1691959,344199,199347,144852,0
2022:Q4,6314655,77072,40876,4663,3402734,16798,137248,187216,183814,2877658,890352,173574,716778,-224,120625,25106,8052,9153,279309,482975,136566,837396,6376461,6010992,36399,135728,6607,1996316,1780908,370575,6045,1678414,365469,230587,134882,0
2023:Q1,6473718,78492,43985,4821,3498560,17574,138853,186553,185404,2970176,899091,174711,724380,-101,127068,34777,7773,9018,290709,505722,138602,835201,6473166,6132158,35870,139021,6261,2025571,1847002,393934,6525,1677974,341008,201226,139782,0
2023:Q2,6498345,90684,53634,5368,3428929,19792,137602,183440,180061,2908034,909101,174450,734651,-317,124952,37224,8373,8556,302109,528469,140640,860623,6581831,6225421,38074,135537,5930,2038632,1897975,417296,5710,1686267,356410,211742,144668,0
2023:Q3,6427282,79894,49829,5644,3282757,21042,131080,181747,169758,2779130,922822,175706,747116,-255,126578,40472,8733,8018,313507,551214,142678,895391,6659075,6302861,38051,138282,5716,2045551,1933615,440656,6602,1694388,356214,225002,131212,0
2023:Q4,6685774,101150,66466,5644,3464792,21273,140578,188527,177536,2936878,923775,172993,750782,-160,129927,40786,8832,7273,324906,573960,144714,893709,6743188,6363483,36063,138125,5293,2042154,1954450,464015,7171,1716212,379705,241489,138216,0
2024:Q1,6745008,103305,60998,5726,3490511,21607,142146,190946,173625,2962187,937118,176670,760448,-53,130165,41080,9329,7844,328827,582670,149049,898439,6898458,6475391,36609,143290,4119,2066798,1973242,476449,7746,1767138,423067,270165,152902,0
