date,FC102090005.Q,FU102090005.Q,FU102010005.Q,FU105035005.Q,FU105015205.Q,FU105013765.Q,FU105020015.Q,FU105420005.Q,FU104090005.Q,FU104190005.Q,FR102090005.Q,FR102010005.Q,FR105035005.Q,FR105015205.Q,FR105013765.Q,FR105020015.Q,FR104090005.Q,FR104022005.Q,FR103092305.Q,FR103064103.Q,FR103092105.Q,FR103064203.Q,FR103090005.Q,FR104190005.Q,FR103192305.Q,FR573073005.Q,FR103193005.Q,FV102090005.Q,LM102090005.Q
2002:Q2,-165780,173135,30825,19714,11671,9839,-9654,-746,174512,32203,-340840,-43288,-61392,-5291,-1371,24766,-185728,20,0,-176520,-1,-9207,-19,111824,0,111823,0,1925,11148657
2002:Q3,-74313,186816,46590,5599,10628,9639,21337,-614,134566,-5660,-262843,74777,99357,-26683,3078,-975,-207509,36,0,-195445,-1,-12063,-36,130110,0,130111,0,1714,11074344
2002:Q4,-24811,-37249,33074,14372,8915,8668,1676,-556,33769,104091,10859,251749,237570,851,-4094,17422,-342622,16,-23,72238,-418044,3206,-15,-101732,-7075,-94656,-1,1579,11049533
2003:Q1,245109,117361,68642,17056,9014,9044,34088,-560,48280,-440,122785,195877,215760,-21119,-261,1496,-37953,7,0,-35398,1,-2554,-8,35140,0,35139,1,4963,11294642
2003:Q2,225321,-53163,19455,13853,12900,9561,-16435,-424,-90310,-17692,273302,-55345,-59348,-12666,8562,8106,147025,24,0,137419,1,9605,-24,-181622,0,-181621,-0,5183,11519963
2003:Q3,-45574,13087,42202,10903,15470,10471,5897,-538,-7548,21567,-64314,-153093,-140538,-19790,8453,-1217,25560,-12,0,22693,1,2867,12,-63219,0,-63220,-0,5653,11474389
2003:Q4,841423,-5360,30968,621,16921,10637,3457,-668,-24100,12228,840647,120913,94595,5811,4702,15805,580294,-10,4181,118970,448891,8252,10,-139440,-816,-138626,1,6137,12315812
2004:Q1,514087,91114,74080,15674,14283,9906,34783,-567,172759,155726,443381,381263,365786,13344,2880,-746,17572,17,1,14221,-1,3351,-17,-44547,0,-44548,-0,-20408,12829899
2004:Q2,499501,115301,57916,12460,18593,9769,17577,-483,180249,122864,405089,373657,322691,31197,1615,18155,15131,-56,1,14582,-1,549,56,-16302,0,-16302,0,-20889,13329401
2004:Q3,493245,119385,70261,11933,21552,11169,26130,-522,186403,137280,403688,442340,431479,3591,-170,7440,-27486,31,1,-26217,-1,-1269,-31,11167,0,11166,0,-29827,13822646
2004:Q4,553923,47281,63934,15094,24809,11895,12577,-440,182067,198720,528366,58360,12713,25386,6478,13785,352486,-7,-7218,97337,253057,9310,7,-117520,-2653,-114867,-1,-21724,14376569
2005:Q1,314386,71058,108620,17891,25883,13670,51208,-33,215457,253018,248575,283715,257422,28245,5128,-7079,-33044,-34,-0,-31380,0,-1663,34,2096,1,2098,-0,-5247,14690955
2005:Q2,294245,57233,62782,20453,28339,14707,-749,33,251536,257084,241765,176181,145205,10437,9529,11012,11821,14,-0,10345,0,1476,-14,-53763,1,-53764,1,-4753,14985200
2005:Q3,554199,125665,101145,23833,31500,15340,29690,782,228297,203778,453368,338895,342389,-14312,4879,5939,39970,-18,-0,34664,0,5307,17,-74504,1,-74503,-0,-24834,15539399
2005:Q4,665120,112172,75973,23321,31681,13963,7006,2,239625,203425,558437,298497,260620,-420,10236,28061,223581,-12,9977,17270,193315,3019,12,-36360,12705,-49063,-0,-5489,16204519
2006:Q1,514909,87849,119659,19244,36933,14530,48840,112,118929,150739,506667,223135,231848,10898,8691,-28301,238003,-70,12774,39476,179557,6196,70,-45529,11661,-57190,0,-79607,16719428
2006:Q2,429420,120038,107207,29123,37595,15238,25116,135,242326,229495,322397,406042,374228,9453,1451,20910,-44533,-46,1,-19854,-22180,-2499,46,39112,-1,39111,1,-13015,17148848
2006:Q3,534762,84474,111320,25461,37802,17087,30623,348,121525,148371,463900,253877,229292,29033,2269,-6716,147657,71,1,50155,93800,3701,-71,-62366,2,-62368,-0,-13612,17683610
2006:Q4,658733,59218,87381,28767,36269,18293,-8608,12661,140797,168960,625824,236996,184844,25444,7233,19476,303182,-8,-5398,59516,241285,7779,8,-85646,-8080,-77567,-0,-26310,18342343
2007:Q1,464623,76768,113982,21905,35965,17789,38426,-102,230300,267513,404313,288879,263118,18573,14900,-7712,95099,3,12805,1741,77742,2810,-2,-20335,-2493,-17845,0,-16458,18806966
2007:Q2,857569,74905,121307,57935,35956,17538,9772,107,265410,311812,799181,457329,406577,14717,8867,27169,268255,-64,1,56564,203382,8309,64,-73597,72,-73671,-1,-16517,19664534
2007:Q3,375918,54356,100553,26992,35105,16792,22171,-506,240662,286858,337316,195617,203622,-8077,4723,-4651,111857,14,-57,16185,92650,3077,-13,-29843,-92,-29751,1,-15755,20040452
2007:Q4,-106202,163041,95234,37934,35549,18024,3063,666,314622,246815,-252468,-57651,-95306,-13769,3799,47626,-121303,12,8329,-40737,-84409,-4485,-13,73514,23788,49729,0,-16776,19934250
2008:Q1,-1533327,-40740,165362,44369,34216,18955,65804,2019,-88220,117883,-1485567,-787922,-776948,-19634,10537,-1878,-550912,-39,4709,-102495,-440376,-12750,39,146732,5269,141463,-1,-7020,18400923
2008:Q2,-127237,-84522,121623,48406,32078,19128,17182,4830,-70480,135665,-32617,213433,152350,-17583,5346,73322,-197893,-49,5652,-31890,-170139,-1516,49,48157,10133,38023,1,-10098,18273686
2008:Q3,-1265766,-36089,96800,41793,26835,15727,10607,1838,-109021,23868,-1216592,-225952,-221484,29000,6000,-39469,-844483,-196,5121,-89778,-744295,-15530,196,146157,-1236,147394,-1,-13086,17007920
2008:Q4,-1745190,-235625,-44022,8530,10327,12473,-84566,9214,-63466,128137,-1494547,-281748,-273504,91500,-8815,-90928,-947708,27,2005,-219224,-705101,-25387,-28,265091,212,264881,0,-15018,15262730
2009:Q1,-837114,181535,-8479,24195,-5693,7497,-40846,6369,14295,-175719,-1015467,-565576,-538047,10152,-10726,-26956,-348141,-40,2784,-92353,-252005,-6567,40,101750,-6784,108535,-0,-3182,14425616
2009:Q2,-764433,1199,-58446,6704,-10769,9155,-64182,645,923,-58723,-768167,-1448642,-1471388,-894,-10208,33848,538209,454,968,103330,421875,12037,-455,-142267,1247,-143512,0,2535,13661184
2009:Q3,633201,79507,-4719,15217,-8330,9916,-21367,-155,43837,-40390,550368,-210927,-194383,-13848,3831,-6527,596242,334,-2,113683,468946,13614,-333,-165052,-1,-165052,1,3326,14294385
2009:Q4,-42036,207133,15278,12463,-3783,13248,-6403,-247,178352,-13503,-252580,-443767,-460683,-26827,15171,28573,144185,-18,-1673,46396,98107,1354,18,-47002,1,-47001,-0,3411,14252349
2010:Q1,340640,76727,22935,-15357,3644,11170,23801,-323,110723,56931,305631,198176,220843,-35427,1262,11496,52256,57,-6890,42055,12683,4408,-56,-55200,7825,-63025,0,-41718,14592989
2010:Q2,35761,271992,139458,108351,12045,10834,8309,-81,199021,66487,-193660,523101,498029,10483,11614,2977,-596401,89,373,-105826,-478560,-12388,-89,120360,-74,120435,-1,-42571,14628750
2010:Q3,582133,34756,55289,-27163,19765,12144,50765,-222,129242,149775,590421,-41968,-61218,23876,-3376,-1251,503156,144,2,83054,405588,14512,-144,-129233,419,-129652,1,-43044,15210883
2010:Q4,-1213490,140309,49421,-4746,21840,13627,19154,-454,115590,24702,583192,163734,84288,22339,14066,43040,312398,-3563,11091,86223,208839,9639,170,-107060,474,-107534,-0,-1936990,13997393
2011:Q1,634193,74907,131103,22748,24327,13927,70531,-429,115295,171492,575001,284348,248360,9726,18445,7818,210955,-716,-9621,49732,164393,7129,38,-79698,-8579,-71119,1,-15715,14631586
2011:Q2,-32962,128381,59270,5493,25758,14368,13959,-307,161799,92688,-145449,-60870,-131731,25465,10718,34679,-86887,1727,1453,-3810,-86494,277,-39,-2307,9,-2316,-0,-15894,14598624
2011:Q3,-1136760,144223,82186,4250,33458,15139,29416,-76,183877,121840,-1264800,-114604,-98875,7682,4666,-28077,-958414,3787,-2490,-139758,-798458,-21453,-42,191782,-143,191925,-0,-16182,13461864
2011:Q4,524077,-306061,70785,23574,35795,16048,-4429,-203,-84246,292599,846250,465076,434399,16905,-2759,16531,258647,249,1042,93783,155488,8104,-19,-122527,-3721,-118807,1,-16113,13985941
2012:Q1,479652,-97548,133717,23975,39108,14975,55721,-62,10202,241467,587138,12010,8609,7055,14263,-17917,410038,-824,9837,112948,273036,15084,-43,-165090,-19062,-146028,-0,-9938,14465593
2012:Q2,-200182,203006,71871,20685,41979,14848,-5507,-134,320129,188994,-391819,-11199,-17185,-5654,5664,5977,-340604,1279,13077,-34422,-315212,-5272,-54,40017,-120,40137,0,-11368,14265412
2012:Q3,489374,-45667,125238,18056,39078,13935,54275,-105,72301,243206,547941,179834,166826,8239,8353,-3583,288933,491,-99,57991,222708,7960,-118,-79175,365,-79540,-1,-12900,14754786
2012:Q4,24838,-213409,57447,22935,39405,14074,-19513,548,-81328,189528,260394,167551,139127,9770,-10318,28973,92243,-535,-127,-10628,102066,1442,26,-599,-5857,5258,1,-22147,14779624
2013:Q1,384921,32759,103768,14736,39091,16088,33645,208,117031,188040,452118,96540,95454,-3259,-4503,8848,230953,-605,-1957,104289,119706,9452,68,-124626,515,-125141,-1,-99956,15164544
2013:Q2,219288,-43877,49548,12240,34733,14370,-12263,468,81716,175141,365940,479521,451242,-6696,12726,22249,-114198,-2442,633,27109,-138680,-993,175,-617,68,-685,-0,-102775,15383832
2013:Q3,1048124,104602,134214,30990,33334,15970,53285,634,296780,326392,1049022,542859,561888,-2054,11899,-28874,425732,-665,639,55133,361445,9163,17,-80430,-971,-79459,0,-105500,16431956
2013:Q4,546131,124012,79049,26060,40346,17213,-4636,66,232075,187113,529608,16091,-26236,-13774,22719,33382,392911,-861,-360,122450,261219,10446,16,-120607,171,-120778,0,-107490,16978087
2014:Q1,-49789,-23458,149612,34157,42445,18020,54882,109,44454,217525,-19796,-135731,-139672,-8799,12428,311,74433,1233,2157,17641,50374,3106,-79,-41503,-8256,-33247,0,-6536,16928297
2014:Q2,838591,48361,103691,33905,48461,20459,676,190,167834,223165,796358,474178,447468,-379,-965,28054,250876,916,4459,65075,173289,7208,-71,-71304,623,-71927,0,-6128,17766888
2014:Q3,-71153,107136,153764,34668,53105,21521,43146,1324,263959,310586,-168014,150773,190797,-7053,6002,-38973,-301933,327,0,8986,-307717,-3587,59,16855,-86,16942,-0,-10275,17695735
2014:Q4,29426,-219777,76048,30736,49247,21943,-25842,-36,209830,505655,256152,286898,292378,-1278,3097,-7300,-95944,899,0,64950,-163677,1892,-8,-65198,-564,-64634,-0,-6949,17725161
2015:Q1,524283,14762,135703,28405,48268,19065,40108,-142,196417,317359,508109,406947,444714,-9423,20231,-48575,67939,654,-4176,6784,59874,4864,-61,-33223,-2822,-30401,1,1413,18249444
2015:Q2,258269,106467,132114,23092,46311,17628,15046,30039,473721,499369,181729,260280,242858,-14476,7229,24669,-54594,-1635,3248,-3583,-51997,-866,239,23956,2780,21176,-0,-29927,18507713
2015:Q3,-656220,223447,134414,30857,46683,18313,38740,-178,510880,421846,-878798,-90338,-9465,-24485,-10018,-46370,-676011,628,3629,-106487,-557398,-16417,35,112450,1137,111313,0,-869,17851493
2015:Q4,-24711,-159014,57777,26192,42910,21083,-32163,-246,-37689,179102,136265,-117356,-93952,-17100,-25492,19188,195946,-505,1013,91575,97849,5927,87,-57674,871,-58545,0,-1961,17826782
2016:Q1,-226289,13827,134514,43085,40767,24577,26361,-276,53371,174058,-225223,-257930,-208338,-12313,-14796,-22482,-46560,1395,-10512,11595,-49388,512,-162,-79268,-42599,-36669,-0,-14893,17600494
2016:Q2,552028,158293,91870,18493,35911,28245,1392,7829,431150,364726,416573,459254,406222,-10102,18889,44246,-84587,1748,5,29014,-119525,4279,-108,-41905,4310,-46214,-0,-22838,18152522
2016:Q3,794344,138440,105882,19034,34902,29342,22555,48,289102,256543,670801,327796,356266,-5404,279,-23345,290170,-590,-4037,52021,233989,8795,-8,-52836,2178,-55014,1,-14897,18946866
2016:Q4,99833,-53731,66477,21501,35756,28491,-18932,-338,186590,306798,172499,140695,59097,-972,25632,56938,25076,-3240,-21,53434,-24997,-307,207,-6728,-2215,-4513,-0,-18935,19046699
2017:Q1,439870,155144,117347,34902,37507,28133,17120,-314,19246,-18552,303998,-164813,-198001,14607,7679,10903,397471,160,9156,94789,281712,11670,-17,-71340,7837,-79177,0,-19272,19486569
2017:Q2,1283653,146105,91763,17701,41126,25947,7375,-385,132470,78128,1157274,882303,861718,3301,20688,-3404,227135,685,-158,45887,173635,7164,-79,-47836,1460,-49295,-0,-19726,20770222
2017:Q3,413785,258337,148576,21857,43357,26362,55687,1315,425438,315677,197088,-250990,-232084,2498,17394,-38798,386090,45,2,71683,305016,9357,-12,-61987,-156,-61830,-0,-41640,21184007
2017:Q4,787197,155739,93619,19489,47904,27924,-1249,-450,1309,-60811,652168,269791,203352,2385,17423,46632,306579,-280,-143,113846,184375,8781,-0,-75798,4104,-79902,0,-20710,21971204
2018:Q1,-43131,162331,162471,36100,50094,30698,46148,-568,296793,296933,-193833,137147,102568,8082,24540,1958,-284437,-2153,-589,-23870,-256089,-1976,240,46544,5639,40905,0,-11629,21928073
2018:Q2,156350,33648,125620,38164,48658,34099,5175,-476,192278,284251,134188,96438,53756,11057,12675,18949,7194,-548,-125,56211,-51736,3236,156,-30557,901,-31459,-0,-11486,22084423
2018:Q3,205441,-68704,177262,39611,46753,33828,57637,-567,172692,418659,287100,55408,44333,34272,1919,-25117,143520,-1011,19,141140,-5477,8847,2,-88172,1170,-89342,-0,-12955,22289864
2018:Q4,-1155527,-2005,114807,39646,45097,34436,-4960,588,193559,310371,-1537698,-129607,-154552,4003,-7301,28242,-1174644,1299,-50,-292223,-851636,-32143,110,233447,1431,232016,0,384176,21134337
2019:Q1,1326624,-157104,166447,35018,41363,32933,56498,636,370528,694079,1560889,558218,533110,23621,22305,-20818,786001,1926,-18236,233867,542757,26098,-410,-216670,-6715,-209954,-1,-77161,22460961
2019:Q2,1180915,323012,140370,61293,39139,32926,7492,-479,664487,481846,900804,586508,567289,4156,18676,-3612,232132,2540,-2125,76745,146773,8519,-321,-82164,900,-83064,1,-42900,23641876
2019:Q3,75955,306464,159963,60537,33607,33162,33054,-397,717209,570708,-187238,-141805,-102756,-7604,985,-32430,-75141,1596,-2021,25035,-99891,339,-200,-29708,-2781,-26926,-0,-43271,23717831
2019:Q4,764386,172396,84939,49848,27940,34559,-26800,-608,652402,564945,635338,-62566,-96277,-6507,-9577,49795,583199,-1009,-1804,182030,387770,16234,-22,-114705,-78,-114628,1,-43348,24482217
2020:Q1,-1789927,195665,69069,11237,16164,35402,6845,-579,532276,405680,-2153439,173758,191769,27115,19055,-64182,-1996881,5096,-6103,-457935,-1486268,-52225,554,330316,1790,328528,-1,167847,22692290
2020:Q2,925123,-280624,-55410,-7,-5860,30400,-79211,-732,-214869,10346,1212733,-249733,-315376,18479,54399,-7235,1155682,206,1,365606,748762,42056,-949,-306784,-2031,-304753,-0,-6985,23617414
2020:Q3,1302354,425948,83136,-14113,12565,33308,49657,1720,183468,-159344,885826,325887,277953,-2357,16814,33478,445964,-1303,3,183458,245347,18509,-50,-113975,2334,-116310,0,-9421,24919768
2020:Q4,1937578,16722,73085,2857,19192,37943,13847,-753,-68228,-11865,1927788,579072,454330,-4821,52342,77222,1122881,-1517,-2,270317,823231,31091,-238,-225835,-7884,-217952,0,-6932,26857345
2021:Q1,1007239,174450,167111,29779,22749,41560,69147,3876,256517,249178,855526,321001,170824,90590,-1483,61071,500196,-5526,2,171148,322147,11686,739,-34329,-1648,-32681,0,-22737,27864584
2021:Q2,1481482,127789,112778,29611,25563,44588,13823,-807,237003,221992,1370933,534922,428596,4895,14281,87150,669489,1481,1,219880,426401,22069,-343,-166522,-10675,-155848,-0,-17240,29346067
2021:Q3,1616610,594517,178191,9151,20924,44946,99545,3626,555872,139546,1059635,1204707,1063981,115623,31298,-6195,-124300,-885,-9152,6742,-118357,-2844,196,20772,383,20388,1,-37543,30962676
2021:Q4,1603697,28499,184211,32286,20450,47081,85275,-880,285162,440874,1609144,855694,617731,129945,30156,77863,630949,-564,-1523,305307,311775,15781,172,-122502,3817,-126318,-1,-33946,32566374
2022:Q1,-986583,185019,350287,39577,28553,49559,152334,80264,656407,821675,-1078962,-95640,-282668,101004,36000,50023,-786390,-9638,-4204,-159031,-587040,-28146,1669,196932,-2062,198994,1,-92640,31579790
2022:Q2,-1698740,198349,153878,12566,30586,51517,55719,3491,674211,629740,-1898348,242139,-3003,101104,37930,106108,-1794843,-6651,14798,-484583,-1266855,-53336,1784,345644,-1536,347181,-0,1259,29881051
2022:Q3,-563487,122741,212140,42308,31852,51682,64505,21793,729674,819072,-643881,250906,241215,65478,24907,-80693,-762970,-7376,30432,-128200,-639056,-19920,1150,131818,1208,130611,-1,-42347,29317563
2022:Q4,1155499,-8233,74616,27302,29085,51741,-32742,-770,630244,713092,1168062,140741,29175,71807,24166,15593,926205,1680,827,160736,743583,19869,-490,-101116,2672,-103788,0,-4330,30473063
2023:Q1,787294,-40988,159149,36540,25769,51704,46068,-931,24108,224245,827351,-9199,-112306,121062,45663,-63618,720040,3975,7759,190319,500563,17929,-505,-116510,-1364,-115146,-0,931,31260357
2023:Q2,906019,65991,72135,29131,26390,51276,-33713,-948,248016,254160,839081,398105,386551,-18334,35883,-5996,347852,-2394,-21563,215886,150091,15623,-9791,-93124,-7727,-85397,0,947,32166376
2023:Q3,-709709,338922,172065,61083,22865,50818,37338,-38,410188,243331,-1048669,-370792,-433210,36732,28637,-2951,-582445,-6397,5476,-103266,-474816,-13569,10128,95432,2688,92743,1,38,31456668
2023:Q4,79934,-86547,70935,43539,20184,51794,-43680,-902,-5963,151519,165580,-1037834,-1147930,23599,41098,45400,972536,10046,0,308020,664642,33341,-43513,-230879,-8734,-222142,-3,901,31536602
2024:Q1,716853,-19874,175944,51533,19896,54818,50683,-986,229934,425752,735740,-46010,-118610,65715,21448,-14562,658715,-2028,-2,311315,380955,25343,-56870,-123036,-1,-123037,1,986,32253454
